Before erosion ID,Initial X,Initial Y,Initial Z,Initial connectivity,Before erosion ID,Erosion state,Encoded erosion state,Z location Half,Z location 0.22,Z location 0.23,Z location 0.24,Z location 0.25,3 connectivity,1 connectivity,2 connectivity,4 connectivity,5 connectivity
7716,2.64E-01,3.21E-01,2.49E-01,0,7716,Not eroded,0,1,1,1,1,0,1,1,1,1,1
7720,1.06E-01,2.39E-01,2.84E-01,0,7720,Not eroded,0,1,1,1,1,1,1,1,1,1,1
7737,2.19E-01,1.66E-01,2.69E-01,4,7737,Not eroded,0,1,1,1,1,1,0,0,0,1,1
7739,9.95E-02,9.18E-02,2.61E-01,0,7739,Not eroded,0,1,1,1,1,1,1,1,1,1,1
7740,2.08E-01,2.43E-01,2.93E-01,0,7740,ERODED,1,1,1,1,1,1,1,1,1,1,1
7741,1.87E-01,5.80E-02,2.92E-01,0,7741,ERODED,1,1,1,1,1,1,1,1,1,1,1
7744,2.32E-01,9.07E-02,2.89E-01,4,7744,Not eroded,0,1,1,1,1,1,0,0,0,1,1
7745,2.86E-01,3.03E-01,2.62E-01,0,7745,Not eroded,0,1,1,1,1,1,1,1,1,1,1
7746,3.16E-01,2.50E-01,2.52E-01,5,7746,Not eroded,0,1,1,1,1,1,0,0,0,0,1
7747,1.05E-01,6.50E-02,3.18E-01,0,7747,ERODED,1,1,1,1,1,1,1,1,1,1,1
7750,2.59E-01,2.90E-01,3.12E-01,0,7750,ERODED,1,1,1,1,1,1,1,1,1,1,1
7759,5.63E-02,1.45E-01,2.85E-01,0,7759,Not eroded,0,1,1,1,1,1,1,1,1,1,1
7763,8.62E-02,1.70E-01,2.73E-01,6,7763,Not eroded,0,1,1,1,1,1,0,0,0,0,0
7777,2.30E-01,9.60E-02,2.50E-01,4,7777,Not eroded,0,1,1,1,1,0,0,0,0,1,1
7779,3.10E-01,2.98E-01,2.78E-01,0,7779,ERODED,1,1,1,1,1,1,1,1,1,1,1
7782,1.82E-01,1.50E-01,2.50E-01,0,7782,Not eroded,0,1,1,1,1,0,1,1,1,1,1
7783,1.73E-01,9.57E-02,3.16E-01,0,7783,ERODED,1,1,1,1,1,1,1,1,1,1,1
7789,1.59E-01,9.45E-02,2.45E-01,3,7789,Not eroded,0,1,1,1,1,0,1,0,0,1,1
7793,5.62E-02,1.69E-01,2.96E-01,4,7793,Not eroded,0,1,1,1,1,1,0,0,0,1,1
7794,2.60E-01,1.39E-01,3.01E-01,0,7794,ERODED,1,1,1,1,1,1,1,1,1,1,1
7797,3.17E-01,1.75E-01,2.51E-01,3,7797,Not eroded,0,1,1,1,1,1,1,0,0,1,1
7799,2.04E-01,1.76E-01,2.60E-01,0,7799,Not eroded,0,1,1,1,1,1,1,1,1,1,1
7800,1.54E-01,3.14E-01,2.97E-01,0,7800,ERODED,1,1,1,1,1,1,1,1,1,1,1
7801,2.95E-01,3.12E-01,2.90E-01,0,7801,ERODED,1,1,1,1,1,1,1,1,1,1,1
7814,6.60E-02,5.64E-02,2.97E-01,4,7814,Not eroded,0,1,1,1,1,1,0,0,0,1,1
7816,1.05E-01,2.47E-01,2.77E-01,4,7816,Not eroded,0,1,1,1,1,1,0,0,0,1,1
7818,5.63E-02,2.63E-01,2.57E-01,0,7818,Not eroded,0,1,1,1,1,1,1,1,1,1,1
7822,1.35E-01,6.45E-02,2.58E-01,4,7822,Not eroded,0,1,1,1,1,1,0,0,0,1,1
7826,2.40E-01,7.07E-02,3.16E-01,0,7826,ERODED,1,1,1,1,1,1,1,1,1,1,1
7833,1.56E-01,3.17E-01,3.07E-01,0,7833,ERODED,1,1,1,1,1,1,1,1,1,1,1
7845,1.43E-01,3.24E-01,2.50E-01,4,7845,Not eroded,0,1,1,1,1,0,0,0,0,1,1
7849,5.62E-02,1.75E-01,2.88E-01,5,7849,Not eroded,0,1,1,1,1,1,0,0,0,0,1
7851,9.19E-02,2.35E-01,2.75E-01,5,7851,Not eroded,0,1,1,1,1,1,0,0,0,0,1
7853,3.08E-01,1.18E-01,3.10E-01,0,7853,ERODED,1,1,1,1,1,1,1,1,1,1,1
7854,2.94E-01,2.33E-01,3.00E-01,0,7854,ERODED,1,1,1,1,1,1,1,1,1,1,1
7857,1.15E-01,2.54E-01,2.45E-01,0,7857,Not eroded,0,1,1,1,1,0,1,1,1,1,1
7866,1.38E-01,1.44E-01,2.60E-01,4,7866,Not eroded,0,1,1,1,1,1,0,0,0,1,1
7868,2.65E-01,3.24E-01,2.72E-01,0,7868,Not eroded,0,1,1,1,1,1,1,1,1,1,1
7869,2.03E-01,1.49E-01,2.92E-01,4,7869,Not eroded,0,1,1,1,1,1,0,0,0,1,1
7871,2.57E-01,9.43E-02,2.53E-01,5,7871,Not eroded,0,1,1,1,1,1,0,0,0,0,1
7872,1.07E-01,2.05E-01,2.56E-01,3,7872,Not eroded,0,1,1,1,1,1,1,0,0,1,1
7873,3.18E-01,7.28E-02,2.98E-01,0,7873,ERODED,1,1,1,1,1,1,1,1,1,1,1
7878,6.36E-02,2.50E-01,2.81E-01,0,7878,Not eroded,0,1,1,1,1,1,1,1,1,1,1
7881,7.41E-02,1.73E-01,2.71E-01,6,7881,Not eroded,0,1,1,1,1,1,0,0,0,0,0
7887,1.27E-01,3.19E-01,3.11E-01,0,7887,ERODED,1,1,1,1,1,1,1,1,1,1,1
7888,8.16E-02,2.44E-01,3.12E-01,0,7888,ERODED,1,1,1,1,1,1,1,1,1,1,1
7889,1.04E-01,2.48E-01,2.87E-01,4,7889,Not eroded,0,1,1,1,1,1,0,0,0,1,1
7890,3.24E-01,1.29E-01,3.04E-01,0,7890,ERODED,1,1,1,1,1,1,1,1,1,1,1
7892,1.87E-01,1.10E-01,2.54E-01,5,7892,Not eroded,0,1,1,1,1,1,0,0,0,0,1
7899,1.64E-01,2.85E-01,2.84E-01,5,7899,Not eroded,0,1,1,1,1,1,0,0,0,0,1
7901,2.39E-01,8.69E-02,2.83E-01,5,7901,Not eroded,0,1,1,1,1,1,0,0,0,0,1
7905,8.45E-02,5.59E-02,3.00E-01,3,7905,Not eroded,0,1,1,1,1,1,1,0,0,1,1
7907,1.62E-01,2.10E-01,2.83E-01,5,7907,Not eroded,0,1,1,1,1,1,0,0,0,0,1
7908,1.21E-01,2.48E-01,2.78E-01,3,7908,Not eroded,0,1,1,1,1,1,1,0,0,1,1
7915,1.28E-01,3.15E-01,2.69E-01,3,7915,Not eroded,0,1,1,1,1,1,1,0,0,1,1
7919,7.68E-02,2.85E-01,2.95E-01,0,7919,ERODED,1,1,1,1,1,1,1,1,1,1,1
7925,2.60E-01,2.67E-01,2.66E-01,0,7925,Not eroded,0,1,1,1,1,1,1,1,1,1,1
7927,2.73E-01,1.23E-01,3.26E-01,0,7927,ERODED,1,1,1,1,1,1,1,1,1,1,1
7931,1.47E-01,2.49E-01,3.01E-01,0,7931,ERODED,1,1,1,1,1,1,1,1,1,1,1
7933,1.95E-01,3.11E-01,2.86E-01,4,7933,Not eroded,0,1,1,1,1,1,0,0,0,1,1
7935,8.19E-02,2.94E-01,2.87E-01,0,7935,ERODED,1,1,1,1,1,1,1,1,1,1,1
7939,2.36E-01,2.02E-01,2.90E-01,0,7939,Not eroded,0,1,1,1,1,1,1,1,1,1,1
7940,1.82E-01,2.42E-01,2.48E-01,3,7940,Not eroded,0,1,1,1,1,0,1,0,0,1,1
7943,1.84E-01,1.54E-01,2.96E-01,0,7943,ERODED,1,1,1,1,1,1,1,1,1,1,1
7958,2.59E-01,2.11E-01,3.05E-01,0,7958,ERODED,1,1,1,1,1,1,1,1,1,1,1
7963,2.48E-01,5.81E-02,2.82E-01,0,7963,ERODED,1,1,1,1,1,1,1,1,1,1,1
7967,1.02E-01,1.43E-01,2.76E-01,4,7967,Not eroded,0,1,1,1,1,1,0,0,0,1,1
7976,2.63E-01,2.78E-01,2.99E-01,0,7976,ERODED,1,1,1,1,1,1,1,1,1,1,1
7977,1.36E-01,3.24E-01,3.09E-01,0,7977,ERODED,1,1,1,1,1,1,1,1,1,1,1
7980,8.90E-02,3.05E-01,2.53E-01,0,7980,Not eroded,0,1,1,1,1,1,1,1,1,1,1
7982,9.49E-02,2.41E-01,2.92E-01,4,7982,Not eroded,0,1,1,1,1,1,0,0,0,1,1
7985,1.82E-01,8.14E-02,2.58E-01,3,7985,Not eroded,0,1,1,1,1,1,1,0,0,1,1
7992,3.24E-01,1.75E-01,2.99E-01,0,7992,ERODED,1,1,1,1,1,1,1,1,1,1,1
7993,2.45E-01,6.53E-02,2.98E-01,0,7993,ERODED,1,1,1,1,1,1,1,1,1,1,1
7996,5.81E-02,3.01E-01,2.51E-01,0,7996,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8001,1.72E-01,1.66E-01,2.59E-01,3,8001,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8004,1.90E-01,2.36E-01,2.94E-01,3,8004,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8006,3.11E-01,2.58E-01,2.95E-01,0,8006,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8007,1.13E-01,6.17E-02,3.25E-01,0,8007,ERODED,1,1,1,1,1,1,1,1,1,1,1
8012,1.87E-01,1.70E-01,2.70E-01,3,8012,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8015,3.24E-01,2.93E-01,2.82E-01,0,8015,ERODED,1,1,1,1,1,1,1,1,1,1,1
8021,2.41E-01,2.16E-01,2.53E-01,4,8021,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8026,3.24E-01,1.64E-01,2.93E-01,0,8026,ERODED,1,1,1,1,1,1,1,1,1,1,1
8030,2.50E-01,2.23E-01,2.50E-01,0,8030,Not eroded,0,1,1,1,1,0,1,1,1,1,1
8033,1.01E-01,1.44E-01,2.86E-01,6,8033,Not eroded,0,1,1,1,1,1,0,0,0,0,0
8040,1.78E-01,7.40E-02,2.64E-01,4,8040,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8052,1.45E-01,1.70E-01,2.92E-01,5,8052,Not eroded,0,1,1,1,1,1,0,0,0,0,1
8055,2.34E-01,8.54E-02,2.54E-01,2,8055,Not eroded,0,1,1,1,1,1,1,0,1,1,1
8061,2.90E-01,8.72E-02,3.01E-01,5,8061,Not eroded,0,1,1,1,1,1,0,0,0,0,1
8064,2.80E-01,1.09E-01,3.22E-01,0,8064,ERODED,1,1,1,1,1,1,1,1,1,1,1
8066,1.31E-01,2.44E-01,2.76E-01,3,8066,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8068,1.22E-01,1.35E-01,2.93E-01,5,8068,Not eroded,0,1,1,1,1,1,0,0,0,0,1
8070,2.22E-01,1.79E-01,2.80E-01,0,8070,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8073,1.67E-01,2.79E-01,3.06E-01,2,8073,ERODED,1,1,1,1,1,1,1,0,1,1,1
8075,8.32E-02,9.09E-02,2.77E-01,0,8075,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8081,1.54E-01,3.24E-01,2.99E-01,0,8081,ERODED,1,1,1,1,1,1,1,1,1,1,1
8083,2.46E-01,3.24E-01,2.75E-01,0,8083,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8086,1.43E-01,1.63E-01,2.85E-01,7,8086,Not eroded,0,1,1,1,1,1,0,0,0,0,0
8092,2.76E-01,1.13E-01,2.43E-01,6,8092,Not eroded,0,1,1,1,1,0,0,0,0,0,0
8093,2.30E-01,1.05E-01,2.70E-01,6,8093,Not eroded,0,1,1,1,1,1,0,0,0,0,0
8098,1.71E-01,2.32E-01,3.00E-01,3,8098,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8102,2.29E-01,2.88E-01,3.00E-01,2,8102,ERODED,1,1,1,1,1,1,1,0,1,1,1
8103,9.35E-02,1.39E-01,2.90E-01,5,8103,Not eroded,0,1,1,1,1,1,0,0,0,0,1
8110,2.28E-01,2.76E-01,2.85E-01,4,8110,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8114,2.35E-01,7.16E-02,3.25E-01,0,8114,ERODED,1,1,1,1,1,1,1,1,1,1,1
8122,1.47E-01,5.65E-02,3.16E-01,0,8122,ERODED,1,1,1,1,1,1,1,1,1,1,1
8124,2.50E-01,3.14E-01,2.95E-01,3,8124,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8127,3.07E-01,3.14E-01,2.89E-01,0,8127,ERODED,1,1,1,1,1,1,1,1,1,1,1
8129,3.23E-01,1.09E-01,3.24E-01,0,8129,ERODED,1,1,1,1,1,1,1,1,1,1,1
8130,2.11E-01,1.38E-01,2.79E-01,5,8130,Not eroded,0,1,1,1,1,1,0,0,0,0,1
8133,2.61E-01,1.60E-01,3.10E-01,0,8133,ERODED,1,1,1,1,1,1,1,1,1,1,1
8137,5.62E-02,2.75E-01,2.43E-01,0,8137,Not eroded,0,1,1,1,1,0,1,1,1,1,1
8141,1.22E-01,1.25E-01,2.80E-01,3,8141,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8144,1.51E-01,2.55E-01,2.53E-01,3,8144,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8151,2.29E-01,2.85E-01,3.26E-01,0,8151,ERODED,1,1,1,1,1,1,1,1,1,1,1
8158,1.95E-01,2.21E-01,2.80E-01,0,8158,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8159,2.58E-01,9.00E-02,2.45E-01,4,8159,Not eroded,0,1,1,1,1,0,0,0,0,1,1
8160,2.57E-01,1.72E-01,3.00E-01,0,8160,ERODED,1,1,1,1,1,1,1,1,1,1,1
8162,2.41E-01,6.97E-02,2.59E-01,0,8162,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8163,1.45E-01,1.84E-01,2.71E-01,0,8163,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8169,2.13E-01,2.68E-01,2.81E-01,4,8169,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8181,2.23E-01,7.29E-02,3.15E-01,0,8181,ERODED,1,1,1,1,1,1,1,1,1,1,1
8182,5.62E-02,1.05E-01,2.70E-01,3,8182,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8184,1.84E-01,5.65E-02,3.16E-01,0,8184,ERODED,1,1,1,1,1,1,1,1,1,1,1
8185,2.53E-01,8.72E-02,3.34E-01,0,8185,ERODED,1,1,1,1,1,1,1,1,1,1,1
8193,1.59E-01,2.75E-01,2.95E-01,3,8193,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8195,2.51E-01,3.02E-01,2.97E-01,4,8195,ERODED,1,1,1,1,1,1,0,0,0,1,1
8199,1.45E-01,1.59E-01,3.18E-01,0,8199,ERODED,1,1,1,1,1,1,1,1,1,1,1
8201,5.62E-02,2.76E-01,2.93E-01,0,8201,ERODED,1,1,1,1,1,1,1,1,1,1,1
8202,1.79E-01,1.29E-01,2.55E-01,5,8202,Not eroded,0,1,1,1,1,1,0,0,0,0,1
8206,1.06E-01,3.09E-01,3.28E-01,0,8206,ERODED,1,1,1,1,1,1,1,1,1,1,1
8207,5.65E-02,3.10E-01,3.13E-01,0,8207,ERODED,1,1,1,1,1,1,1,1,1,1,1
8208,1.17E-01,2.22E-01,3.25E-01,0,8208,ERODED,1,1,1,1,1,1,1,1,1,1,1
8211,2.83E-01,5.65E-02,2.56E-01,0,8211,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8214,3.24E-01,2.73E-01,2.81E-01,0,8214,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8217,5.62E-02,5.64E-02,2.95E-01,2,8217,Not eroded,0,1,1,1,1,1,1,0,1,1,1
8227,1.54E-01,9.83E-02,2.73E-01,0,8227,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8230,5.62E-02,1.58E-01,2.63E-01,6,8230,Not eroded,0,1,1,1,1,1,0,0,0,0,0
8231,8.13E-02,1.45E-01,2.45E-01,5,8231,Not eroded,0,1,1,1,1,0,0,0,0,0,1
8233,1.58E-01,1.57E-01,2.76E-01,3,8233,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8234,1.50E-01,1.71E-01,2.53E-01,3,8234,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8236,5.61E-02,1.87E-01,2.47E-01,3,8236,Not eroded,0,1,1,1,1,0,1,0,0,1,1
8240,1.04E-01,1.66E-01,2.81E-01,4,8240,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8244,2.14E-01,2.06E-01,3.27E-01,0,8244,ERODED,1,1,1,1,1,1,1,1,1,1,1
8252,1.72E-01,2.03E-01,2.97E-01,4,8252,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8255,1.02E-01,1.80E-01,3.26E-01,0,8255,ERODED,1,1,1,1,1,1,1,1,1,1,1
8261,5.61E-02,5.64E-02,2.57E-01,2,8261,Not eroded,0,1,1,1,1,1,1,0,1,1,1
8263,1.88E-01,2.05E-01,2.76E-01,4,8263,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8271,2.82E-01,1.35E-01,3.22E-01,0,8271,ERODED,1,1,1,1,1,1,1,1,1,1,1
8277,2.56E-01,3.24E-01,2.54E-01,0,8277,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8282,2.77E-01,9.67E-02,2.76E-01,0,8282,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8284,7.27E-02,3.04E-01,2.96E-01,0,8284,ERODED,1,1,1,1,1,1,1,1,1,1,1
8285,2.60E-01,2.16E-01,2.96E-01,0,8285,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8291,9.38E-02,1.14E-01,3.18E-01,0,8291,ERODED,1,1,1,1,1,1,1,1,1,1,1
8293,1.54E-01,7.56E-02,2.69E-01,0,8293,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8295,3.06E-01,2.18E-01,3.17E-01,0,8295,ERODED,1,1,1,1,1,1,1,1,1,1,1
8298,8.47E-02,2.02E-01,2.43E-01,4,8298,Not eroded,0,1,1,1,1,0,0,0,0,1,1
8302,1.48E-01,6.00E-02,2.77E-01,4,8302,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8313,1.64E-01,1.39E-01,2.82E-01,6,8313,Not eroded,0,1,1,1,1,1,0,0,0,0,0
8320,2.15E-01,1.94E-01,2.92E-01,3,8320,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8325,8.02E-02,1.24E-01,2.80E-01,3,8325,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8338,1.15E-01,1.48E-01,2.74E-01,5,8338,Not eroded,0,1,1,1,1,1,0,0,0,0,1
8339,1.33E-01,2.76E-01,2.90E-01,0,8339,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8341,9.13E-02,2.45E-01,2.76E-01,4,8341,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8344,2.29E-01,1.02E-01,2.95E-01,4,8344,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8356,2.10E-01,9.61E-02,2.96E-01,5,8356,Not eroded,0,1,1,1,1,1,0,0,0,0,1
8358,1.91E-01,5.65E-02,2.83E-01,0,8358,ERODED,1,1,1,1,1,1,1,1,1,1,1
8371,9.52E-02,1.50E-01,2.91E-01,5,8371,Not eroded,0,1,1,1,1,1,0,0,0,0,1
8378,5.68E-02,3.23E-01,3.13E-01,0,8378,ERODED,1,1,1,1,1,1,1,1,1,1,1
8381,1.34E-01,2.25E-01,2.78E-01,0,8381,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8387,1.41E-01,8.20E-02,2.42E-01,0,8387,Not eroded,0,1,1,1,1,0,1,1,1,1,1
8394,1.60E-01,9.96E-02,3.34E-01,0,8394,ERODED,1,1,1,1,1,1,1,1,1,1,1
8399,1.95E-01,1.53E-01,3.19E-01,0,8399,ERODED,1,1,1,1,1,1,1,1,1,1,1
8402,2.50E-01,1.44E-01,3.01E-01,0,8402,ERODED,1,1,1,1,1,1,1,1,1,1,1
8404,1.70E-01,1.60E-01,2.67E-01,5,8404,Not eroded,0,1,1,1,1,1,0,0,0,0,1
8405,7.10E-02,8.79E-02,2.71E-01,4,8405,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8406,2.84E-01,2.03E-01,2.69E-01,0,8406,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8420,2.26E-01,9.55E-02,2.69E-01,0,8420,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8426,1.87E-01,1.19E-01,2.51E-01,6,8426,Not eroded,0,1,1,1,1,1,0,0,0,0,0
8433,3.19E-01,1.03E-01,2.83E-01,0,8433,ERODED,1,1,1,1,1,1,1,1,1,1,1
8438,1.95E-01,2.41E-01,3.05E-01,0,8438,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8440,9.63E-02,1.73E-01,3.01E-01,0,8440,ERODED,1,1,1,1,1,1,1,1,1,1,1
8446,1.98E-01,1.21E-01,2.78E-01,5,8446,Not eroded,0,1,1,1,1,1,0,0,0,0,1
8448,2.49E-01,3.10E-01,2.42E-01,0,8448,Not eroded,0,1,1,1,1,0,1,1,1,1,1
8451,7.75E-02,7.60E-02,2.64E-01,0,8451,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8461,2.52E-01,5.66E-02,2.51E-01,0,8461,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8462,1.57E-01,1.05E-01,2.66E-01,0,8462,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8466,2.80E-01,1.19E-01,3.18E-01,0,8466,ERODED,1,1,1,1,1,1,1,1,1,1,1
8470,1.48E-01,1.82E-01,2.87E-01,4,8470,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8473,2.48E-01,2.82E-01,3.01E-01,0,8473,ERODED,1,1,1,1,1,1,1,1,1,1,1
8475,1.48E-01,2.71E-01,2.92E-01,2,8475,Not eroded,0,1,1,1,1,1,1,0,1,1,1
8476,2.45E-01,3.24E-01,2.48E-01,0,8476,Not eroded,0,1,1,1,1,0,1,1,1,1,1
8478,8.01E-02,3.24E-01,3.01E-01,0,8478,ERODED,1,1,1,1,1,1,1,1,1,1,1
8480,2.06E-01,1.60E-01,2.52E-01,3,8480,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8490,2.83E-01,7.62E-02,2.56E-01,5,8490,Not eroded,0,1,1,1,1,1,0,0,0,0,1
8492,3.19E-01,1.58E-01,2.84E-01,0,8492,ERODED,1,1,1,1,1,1,1,1,1,1,1
8495,2.51E-01,1.25E-01,2.42E-01,4,8495,Not eroded,0,1,1,1,1,0,0,0,0,1,1
8501,2.86E-01,2.25E-01,2.48E-01,0,8501,Not eroded,0,1,1,1,1,0,1,1,1,1,1
8505,2.25E-01,2.52E-01,2.50E-01,0,8505,Not eroded,0,1,1,1,1,0,1,1,1,1,1
8507,1.26E-01,1.38E-01,2.84E-01,6,8507,Not eroded,0,1,1,1,1,1,0,0,0,0,0
8512,2.90E-01,5.65E-02,2.65E-01,0,8512,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8513,2.50E-01,2.11E-01,2.41E-01,3,8513,Not eroded,0,1,1,1,1,0,1,0,0,1,1
8519,1.89E-01,3.24E-01,2.72E-01,4,8519,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8522,3.06E-01,5.65E-02,2.63E-01,0,8522,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8526,2.25E-01,8.77E-02,2.51E-01,5,8526,Not eroded,0,1,1,1,1,1,0,0,0,0,1
8527,5.62E-02,2.16E-01,2.67E-01,3,8527,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8528,1.88E-01,2.15E-01,2.75E-01,4,8528,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8531,1.27E-01,2.64E-01,3.09E-01,0,8531,ERODED,1,1,1,1,1,1,1,1,1,1,1
8532,1.32E-01,2.02E-01,3.10E-01,0,8532,ERODED,1,1,1,1,1,1,1,1,1,1,1
8540,1.31E-01,1.48E-01,2.84E-01,5,8540,Not eroded,0,1,1,1,1,1,0,0,0,0,1
8541,2.91E-01,1.06E-01,2.52E-01,3,8541,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8545,1.27E-01,1.73E-01,2.41E-01,0,8545,Not eroded,0,1,1,1,1,0,1,1,1,1,1
8549,1.23E-01,2.39E-01,2.75E-01,4,8549,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8551,2.06E-01,2.85E-01,2.88E-01,4,8551,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8553,1.33E-01,1.32E-01,2.71E-01,3,8553,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8555,2.83E-01,1.31E-01,3.03E-01,0,8555,ERODED,1,1,1,1,1,1,1,1,1,1,1
8560,2.37E-01,1.24E-01,2.84E-01,4,8560,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8565,8.53E-02,2.40E-01,2.82E-01,0,8565,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8569,3.24E-01,1.09E-01,2.54E-01,0,8569,ERODED,1,1,1,1,1,1,1,1,1,1,1
8576,2.87E-01,2.54E-01,3.27E-01,0,8576,ERODED,1,1,1,1,1,1,1,1,1,1,1
8577,9.84E-02,2.01E-01,2.57E-01,4,8577,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8578,5.62E-02,2.63E-01,2.91E-01,0,8578,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8579,1.76E-01,6.74E-02,3.24E-01,0,8579,ERODED,1,1,1,1,1,1,1,1,1,1,1
8581,2.92E-01,1.13E-01,3.17E-01,0,8581,ERODED,1,1,1,1,1,1,1,1,1,1,1
8582,1.80E-01,2.73E-01,3.29E-01,0,8582,ERODED,1,1,1,1,1,1,1,1,1,1,1
8595,2.92E-01,1.64E-01,2.73E-01,0,8595,ERODED,1,1,1,1,1,1,1,1,1,1,1
8598,2.15E-01,1.44E-01,2.58E-01,4,8598,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8602,3.15E-01,1.89E-01,3.05E-01,0,8602,ERODED,1,1,1,1,1,1,1,1,1,1,1
8604,1.30E-01,2.52E-01,2.82E-01,0,8604,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8614,6.15E-02,5.64E-02,2.66E-01,4,8614,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8615,1.71E-01,1.72E-01,2.45E-01,3,8615,Not eroded,0,1,1,1,1,0,1,0,0,1,1
8620,3.02E-01,1.63E-01,3.26E-01,0,8620,ERODED,1,1,1,1,1,1,1,1,1,1,1
8624,9.60E-02,1.92E-01,2.60E-01,7,8624,Not eroded,0,1,1,1,1,1,0,0,0,0,0
8626,2.45E-01,5.68E-02,3.31E-01,0,8626,ERODED,1,1,1,1,1,1,1,1,1,1,1
8627,1.69E-01,2.25E-01,3.25E-01,0,8627,ERODED,1,1,1,1,1,1,1,1,1,1,1
8633,1.55E-01,1.47E-01,2.71E-01,4,8633,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8642,1.17E-01,2.67E-01,3.09E-01,3,8642,Not eroded,0,1,1,1,1,1,1,0,0,1,1
8651,8.72E-02,3.24E-01,2.84E-01,0,8651,ERODED,1,1,1,1,1,1,1,1,1,1,1
8653,2.07E-01,2.22E-01,2.96E-01,4,8653,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8660,1.70E-01,3.07E-01,2.88E-01,4,8660,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8667,6.45E-02,9.44E-02,2.76E-01,0,8667,Not eroded,0,1,1,1,1,1,1,1,1,1,1
8670,7.79E-02,1.78E-01,2.79E-01,4,8670,Not eroded,0,1,1,1,1,1,0,0,0,1,1
8671,1.41E-01,5.67E-02,3.07E-01,0,8671,ERODED,1,1,1,1,1,1,1,1,1,1,1
8674,1.98E-01,3.04E-01,2.92E-01,5,8674,Not eroded,0,1,1,1,1,1,0,0,0,0,1
