Before erosion ID,Initial X,Initial Y,Initial Z,Initial connectivity,Before erosion ID,Erosion state,Encoded erosion state,,Z location Half,Z location 0.22,Z location 0.23,Z location 0.24,Z location 0.25,Force X,Force Y,Force Z,Sum of contact force (vector),Sum force by connectivity,3 connectivity,,4Connectivity,5Connectivity,2Connectivity,1Connectivity,0Connectivity
7274,8.93E-02,3.25E-01,2.42E-01,3,7274,Not eroded,0,0,1,1,1,1,0,-4.09E-07,-4.39E-07,2.13E-07,6.37E-07,2.12E-07,1,1.14E-03,1,1,0,0,0
7295,8.19E-02,7.51E-02,2.42E-01,7,7295,Not eroded,0,0,1,1,1,1,0,1.21E-07,1.61E-07,5.65E-08,2.09E-07,2.99E-08,0,3.74E-04,0,0,0,0,0
7300,5.60E-02,8.49E-02,2.74E-01,0,7300,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7301,6.01E-02,3.22E-01,3.22E-01,0,7301,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7310,2.12E-01,1.64E-01,2.90E-01,4,7310,Not eroded,0,0,1,1,1,1,1,1.44E-06,3.16E-06,5.14E-06,6.20E-06,1.55E-06,0,1.11E-02,1,1,0,0,0
7315,3.21E-01,5.70E-02,2.81E-01,0,7315,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7320,2.54E-01,2.73E-01,3.05E-01,4,7320,Not eroded,0,0,1,1,1,1,1,6.78E-07,6.42E-06,4.84E-07,6.48E-06,1.62E-06,0,1.16E-02,1,1,0,0,0
7322,7.48E-02,1.19E-01,2.73E-01,4,7322,Not eroded,0,0,1,1,1,1,1,-2.66E-07,8.42E-08,-4.32E-08,2.83E-07,7.06E-08,0,5.06E-04,1,1,0,0,0
7325,5.60E-02,7.12E-02,2.61E-01,4,7325,Not eroded,0,0,1,1,1,1,1,-1.68E-07,2.32E-08,-3.53E-08,1.73E-07,4.33E-08,0,3.09E-04,1,1,0,0,0
7329,9.66E-02,1.28E-01,2.86E-01,0,7329,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7331,2.31E-01,1.43E-01,3.04E-01,0,7331,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7334,3.24E-01,2.93E-01,2.87E-01,3,7334,Not eroded,0,0,1,1,1,1,1,1.16E-06,8.77E-07,-4.51E-08,1.45E-06,4.84E-07,1,2.59E-03,1,1,0,0,0
7343,2.51E-01,1.90E-01,3.18E-01,3,7343,Not eroded,0,0,1,1,1,1,1,-3.31E-07,-1.16E-06,3.03E-07,1.25E-06,4.16E-07,1,2.24E-03,1,1,0,0,0
7347,2.89E-01,2.15E-01,2.49E-01,5,7347,Not eroded,0,0,1,1,1,1,0,7.00E-06,1.21E-06,1.81E-05,1.94E-05,3.88E-06,0,3.47E-02,0,1,0,0,0
7354,7.41E-02,2.03E-01,2.70E-01,0,7354,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7356,1.71E-01,2.17E-01,2.62E-01,5,7356,Not eroded,0,0,1,1,1,1,1,1.20E-06,1.98E-06,1.87E-06,2.98E-06,5.96E-07,0,5.33E-03,0,1,0,0,0
7362,2.52E-01,1.04E-01,2.88E-01,0,7362,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7365,1.58E-01,7.76E-02,2.45E-01,5,7365,Not eroded,0,0,1,1,1,1,0,5.00E-07,-1.56E-07,1.85E-07,5.55E-07,1.11E-07,0,9.93E-04,0,1,0,0,0
7367,1.95E-01,2.12E-01,2.65E-01,5,7367,Not eroded,0,0,1,1,1,1,1,4.60E-06,-5.09E-07,3.28E-06,5.67E-06,1.13E-06,0,1.01E-02,0,1,0,0,0
7368,2.65E-01,2.18E-01,2.82E-01,3,7368,Not eroded,0,0,1,1,1,1,1,-3.67E-05,-1.01E-04,3.61E-06,0.000107071,3.57E-05,1,1.92E-01,1,1,0,0,0
7369,2.77E-01,2.72E-01,3.23E-01,0,7369,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7372,6.87E-02,2.57E-01,2.88E-01,0,7372,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7378,2.54E-01,2.91E-01,2.94E-01,0,7378,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7381,1.01E-01,3.02E-01,2.90E-01,0,7381,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7383,1.94E-01,2.13E-01,3.06E-01,0,7383,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7396,2.07E-01,1.84E-01,2.56E-01,4,7396,Not eroded,0,0,1,1,1,1,1,-5.76E-07,-2.62E-07,-1.76E-06,1.87E-06,4.68E-07,0,3.34E-03,1,1,0,0,0
7399,2.38E-01,1.43E-01,3.32E-01,0,7399,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7403,2.17E-01,3.25E-01,2.64E-01,4,7403,Not eroded,0,0,1,1,1,1,1,-1.46E-07,-4.67E-07,-2.78E-07,5.63E-07,1.41E-07,0,1.01E-03,1,1,0,0,0
7407,3.24E-01,3.12E-01,2.58E-01,0,7407,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7409,1.50E-01,3.24E-01,3.25E-01,0,7409,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7415,5.76E-02,2.12E-01,3.21E-01,0,7415,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7425,2.56E-01,2.01E-01,3.23E-01,3,7425,ERODED,1,1,1,1,1,1,1,2.34E-05,9.93E-06,-2.31E-05,3.44E-05,1.15E-05,1,6.15E-02,1,1,0,0,0
7430,6.17E-02,5.65E-02,3.10E-01,4,7430,Not eroded,0,0,1,1,1,1,1,-2.17E-07,1.61E-07,7.74E-08,2.81E-07,7.03E-08,0,5.03E-04,1,1,0,0,0
7437,2.43E-01,2.86E-01,3.27E-01,0,7437,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7439,2.92E-01,6.22E-02,3.25E-01,0,7439,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7440,3.06E-01,1.97E-01,2.50E-01,5,7440,Not eroded,0,0,1,1,1,1,0,-5.65E-06,-1.14E-05,-1.12E-05,1.70E-05,3.40E-06,0,3.04E-02,0,1,0,0,0
7441,5.61E-02,2.62E-01,2.69E-01,0,7441,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7442,5.60E-02,8.72E-02,2.85E-01,5,7442,Not eroded,0,0,1,1,1,1,1,-1.96E-07,1.22E-07,9.57E-08,2.50E-07,5.00E-08,0,4.47E-04,0,1,0,0,0
7443,2.78E-01,2.28E-01,3.17E-01,0,7443,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7452,2.48E-01,1.17E-01,2.88E-01,0,7452,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7453,1.08E-01,5.61E-02,2.57E-01,3,7453,Not eroded,0,0,1,1,1,1,1,5.63E-07,-7.75E-07,1.12E-07,9.64E-07,3.21E-07,1,1.72E-03,1,1,0,0,0
7470,2.83E-01,2.73E-01,2.71E-01,3,7470,Not eroded,0,0,1,1,1,1,1,2.35E-07,4.88E-06,1.84E-06,5.22E-06,1.74E-06,1,9.34E-03,1,1,0,0,0
7473,1.95E-01,1.24E-01,2.56E-01,0,7473,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7479,2.39E-01,9.81E-02,3.30E-01,0,7479,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7483,2.91E-01,1.68E-01,2.82E-01,0,7483,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7487,1.07E-01,1.85E-01,2.85E-01,0,7487,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7491,2.29E-01,2.29E-01,2.43E-01,3,7491,Not eroded,0,0,1,1,1,1,0,-2.49E-06,1.77E-06,-8.70E-07,3.18E-06,1.06E-06,1,5.69E-03,1,1,0,0,0
7496,1.42E-01,3.24E-01,2.98E-01,0,7496,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7498,3.14E-01,1.46E-01,2.42E-01,0,7498,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7501,1.13E-01,1.11E-01,3.17E-01,0,7501,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7505,1.83E-01,2.06E-01,3.06E-01,0,7505,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7507,2.47E-01,9.64E-02,3.06E-01,0,7507,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7516,6.67E-02,2.02E-01,2.89E-01,0,7516,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7528,1.73E-01,6.68E-02,2.91E-01,6,7528,Not eroded,0,0,1,1,1,1,1,7.82E-08,6.36E-07,4.81E-08,6.43E-07,1.07E-07,0,1.15E-03,0,0,0,0,0
7529,2.74E-01,2.70E-01,2.93E-01,4,7529,Not eroded,0,0,1,1,1,1,1,2.33E-06,6.47E-06,2.34E-06,7.27E-06,1.82E-06,0,1.30E-02,1,1,0,0,0
7530,1.42E-01,5.61E-02,2.75E-01,2,7530,Not eroded,0,0,1,1,1,1,1,1.68E-07,9.34E-08,-1.11E-07,2.22E-07,1.11E-07,1,3.97E-04,1,1,1,0,0
7534,5.60E-02,2.88E-01,3.22E-01,0,7534,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7539,1.83E-01,2.67E-01,2.80E-01,0,7539,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7543,1.16E-01,1.43E-01,2.43E-01,0,7543,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7546,1.02E-01,2.18E-01,3.21E-01,0,7546,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7548,1.54E-01,1.74E-01,2.51E-01,4,7548,Not eroded,0,0,1,1,1,1,1,3.51E-08,2.18E-07,2.88E-06,2.89E-06,7.22E-07,0,5.17E-03,1,1,0,0,0
7552,1.62E-01,6.24E-02,2.70E-01,5,7552,Not eroded,0,0,1,1,1,1,1,2.94E-07,1.44E-07,-2.97E-07,4.42E-07,8.84E-08,0,7.91E-04,0,1,0,0,0
7557,1.34E-01,1.62E-01,2.61E-01,4,7557,Not eroded,0,0,1,1,1,1,1,1.18E-07,-2.29E-07,8.69E-07,9.06E-07,2.27E-07,0,1.62E-03,1,1,0,0,0
7560,3.24E-01,7.85E-02,2.75E-01,0,7560,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7569,2.98E-01,1.12E-01,3.15E-01,0,7569,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7571,2.27E-01,2.98E-01,3.05E-01,0,7571,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7572,1.48E-01,1.28E-01,2.80E-01,0,7572,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7574,1.52E-01,1.42E-01,3.20E-01,0,7574,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7576,9.12E-02,2.46E-01,2.45E-01,0,7576,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7577,1.53E-01,6.00E-02,2.72E-01,5,7577,Not eroded,0,0,1,1,1,1,1,5.36E-09,1.12E-07,1.76E-08,1.14E-07,2.27E-08,0,2.04E-04,0,1,0,0,0
7589,1.88E-01,2.95E-01,2.64E-01,3,7589,Not eroded,0,0,1,1,1,1,1,1.61E-06,8.37E-07,-7.40E-07,1.96E-06,6.53E-07,1,3.51E-03,1,1,0,0,0
7595,2.83E-01,8.64E-02,2.50E-01,0,7595,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7602,8.14E-02,3.18E-01,2.65E-01,0,7602,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7606,2.03E-01,2.34E-01,2.41E-01,3,7606,Not eroded,0,0,1,1,1,1,0,2.61E-07,1.92E-06,-3.39E-09,1.94E-06,6.45E-07,1,3.47E-03,1,1,0,0,0
7607,1.06E-01,2.60E-01,2.57E-01,4,7607,Not eroded,0,0,1,1,1,1,1,2.93E-07,3.25E-07,-1.05E-07,4.50E-07,1.12E-07,0,8.05E-04,1,1,0,0,0
7609,1.02E-01,2.10E-01,3.08E-01,0,7609,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7611,5.62E-02,2.87E-01,2.94E-01,0,7611,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7613,5.60E-02,1.51E-01,2.45E-01,3,7613,Not eroded,0,0,1,1,1,1,0,-2.60E-07,1.48E-08,3.22E-07,4.14E-07,1.38E-07,1,7.41E-04,1,1,0,0,0
7614,2.60E-01,1.92E-01,2.51E-01,4,7614,Not eroded,0,0,1,1,1,1,1,1.01E-06,1.14E-07,3.64E-07,1.08E-06,2.70E-07,0,1.93E-03,1,1,0,0,0
7624,2.28E-01,5.61E-02,2.61E-01,0,7624,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7628,7.09E-02,3.25E-01,2.42E-01,3,7628,Not eroded,0,0,1,1,1,1,0,-1.26E-07,-5.69E-07,8.59E-08,5.89E-07,1.96E-07,1,1.05E-03,1,1,0,0,0
7630,6.60E-02,2.10E-01,2.81E-01,2,7630,Not eroded,0,0,1,1,1,1,1,2.18E-07,2.24E-07,1.00E-07,3.28E-07,1.64E-07,1,5.87E-04,1,1,1,0,0
7634,2.26E-01,1.29E-01,3.26E-01,3,7634,Not eroded,0,0,1,1,1,1,1,-6.95E-07,-1.82E-06,2.75E-07,1.97E-06,6.56E-07,1,3.52E-03,1,1,0,0,0
7636,1.86E-01,2.59E-01,3.25E-01,0,7636,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7639,1.38E-01,2.63E-01,2.84E-01,0,7639,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7643,9.52E-02,1.82E-01,3.15E-01,0,7643,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7646,1.98E-01,3.22E-01,2.50E-01,4,7646,Not eroded,0,0,1,1,1,1,0,2.29E-09,1.85E-07,7.96E-08,2.01E-07,5.03E-08,0,3.60E-04,1,1,0,0,0
7655,3.25E-01,1.63E-01,2.75E-01,2,7655,Not eroded,0,0,1,1,1,1,1,1.06E-06,7.54E-07,7.14E-06,7.26E-06,3.63E-06,1,1.30E-02,1,1,1,0,0
7657,9.44E-02,3.25E-01,2.82E-01,0,7657,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7670,2.78E-01,6.02E-02,2.63E-01,0,7670,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7671,2.80E-01,8.99E-02,2.99E-01,0,7671,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7672,1.84E-01,8.85E-02,2.65E-01,4,7672,Not eroded,0,0,1,1,1,1,1,-6.85E-08,4.56E-07,1.62E-07,4.88E-07,1.22E-07,0,8.73E-04,1,1,0,0,0
7674,7.30E-02,1.11E-01,3.25E-01,0,7674,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7675,2.15E-01,1.71E-01,2.99E-01,3,7675,Not eroded,0,0,1,1,1,1,1,1.41E-06,-1.92E-07,-2.46E-06,2.85E-06,9.49E-07,1,5.10E-03,1,1,0,0,0
7676,2.26E-01,2.46E-01,3.25E-01,0,7676,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7687,2.71E-01,9.52E-02,2.98E-01,0,7687,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7690,1.43E-01,2.71E-01,2.87E-01,0,7690,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7697,8.08E-02,3.18E-01,2.92E-01,0,7697,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7699,2.66E-01,1.24E-01,2.71E-01,0,7699,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7701,1.39E-01,2.85E-01,3.01E-01,4,7701,Not eroded,0,0,1,1,1,1,1,3.41E-07,-1.61E-07,6.28E-09,3.77E-07,9.42E-08,0,6.74E-04,1,1,0,0,0
7702,2.60E-01,1.37E-01,2.79E-01,0,7702,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7707,1.07E-01,1.32E-01,2.99E-01,0,7707,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7712,3.11E-01,1.56E-01,2.42E-01,0,7712,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7719,2.50E-01,2.23E-01,2.93E-01,3,7719,Not eroded,0,0,1,1,1,1,1,1.06E-05,1.44E-05,3.11E-05,3.59E-05,1.20E-05,1,6.42E-02,1,1,0,0,0
7737,2.99E-01,2.42E-01,2.60E-01,4,7737,Not eroded,0,0,1,1,1,1,1,-4.73E-07,4.37E-06,4.55E-06,6.33E-06,1.58E-06,0,1.13E-02,1,1,0,0,0
7738,3.24E-01,2.31E-01,2.90E-01,0,7738,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7740,2.49E-01,1.57E-01,3.00E-01,4,7740,Not eroded,0,0,1,1,1,1,1,-2.23E-06,5.63E-07,1.77E-06,2.90E-06,7.25E-07,0,5.19E-03,1,1,0,0,0
7742,1.07E-01,1.86E-01,2.67E-01,0,7742,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7745,6.07E-02,2.92E-01,3.01E-01,0,7745,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7751,1.20E-01,2.64E-01,3.17E-01,0,7751,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7753,5.60E-02,1.45E-01,2.66E-01,3,7753,Not eroded,0,0,1,1,1,1,1,-1.53E-07,1.34E-07,1.80E-07,2.72E-07,9.05E-08,1,4.87E-04,1,1,0,0,0
7755,1.95E-01,1.89E-01,2.99E-01,3,7755,Not eroded,0,0,1,1,1,1,1,3.06E-06,3.61E-08,6.68E-06,7.34E-06,2.45E-06,1,1.31E-02,1,1,0,0,0
7765,1.85E-01,2.25E-01,2.81E-01,3,7765,Not eroded,0,0,1,1,1,1,1,-1.73E-06,2.49E-07,1.35E-06,2.21E-06,7.38E-07,1,3.95E-03,1,1,0,0,0
7771,2.58E-01,1.42E-01,2.90E-01,0,7771,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7773,8.09E-02,3.24E-01,2.57E-01,0,7773,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7774,2.92E-01,8.80E-02,2.54E-01,0,7774,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7779,3.24E-01,2.10E-01,2.89E-01,0,7779,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7784,5.60E-02,2.96E-01,2.55E-01,0,7784,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7788,9.63E-02,3.07E-01,3.00E-01,0,7788,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7808,2.10E-01,5.73E-02,2.75E-01,5,7808,Not eroded,0,0,1,1,1,1,1,7.77E-08,3.41E-07,2.17E-07,4.12E-07,8.24E-08,0,7.37E-04,0,1,0,0,0
7815,3.06E-01,2.33E-01,2.83E-01,0,7815,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7822,2.17E-01,1.59E-01,2.78E-01,3,7822,Not eroded,0,0,1,1,1,1,1,1.19E-07,2.22E-06,1.21E-07,2.23E-06,7.43E-07,1,3.99E-03,1,1,0,0,0
7828,3.15E-01,1.66E-01,2.42E-01,3,7828,Not eroded,0,0,1,1,1,1,0,2.79E-06,3.59E-06,-6.97E-06,8.32E-06,2.77E-06,1,1.49E-02,1,1,0,0,0
7829,2.05E-01,2.51E-01,2.86E-01,6,7829,Not eroded,0,0,1,1,1,1,1,-1.51E-06,4.39E-06,1.21E-06,4.80E-06,8.00E-07,0,8.59E-03,0,0,0,0,0
7831,2.27E-01,1.57E-01,2.80E-01,4,7831,Not eroded,0,0,1,1,1,1,1,1.28E-07,1.62E-06,4.42E-07,1.69E-06,4.22E-07,0,3.02E-03,1,1,0,0,0
7833,3.25E-01,1.42E-01,2.98E-01,2,7833,Not eroded,0,0,1,1,1,1,1,-1.42E-06,-2.10E-06,1.07E-06,2.75E-06,1.37E-06,1,4.92E-03,1,1,1,0,0
7834,2.51E-01,5.63E-02,2.86E-01,0,7834,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7841,7.36E-02,5.60E-02,2.95E-01,3,7841,Not eroded,0,0,1,1,1,1,1,-1.22E-07,-8.36E-07,-4.44E-08,8.46E-07,2.82E-07,1,1.51E-03,1,1,0,0,0
7843,2.02E-01,6.13E-02,2.81E-01,2,7843,Not eroded,0,0,1,1,1,1,1,1.37E-08,4.94E-07,7.93E-08,5.01E-07,2.50E-07,1,8.96E-04,1,1,1,0,0
7844,1.90E-01,1.26E-01,3.19E-01,0,7844,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7845,1.90E-01,2.96E-01,2.79E-01,4,7845,Not eroded,0,0,1,1,1,1,1,-3.92E-08,4.97E-07,-8.21E-07,9.61E-07,2.40E-07,0,1.72E-03,1,1,0,0,0
7848,6.56E-02,7.22E-02,2.89E-01,4,7848,Not eroded,0,0,1,1,1,1,1,2.92E-08,1.09E-07,-8.37E-09,1.13E-07,2.82E-08,0,2.02E-04,1,1,0,0,0
7850,8.91E-02,2.94E-01,2.49E-01,0,7850,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7855,1.89E-01,3.19E-01,2.51E-01,6,7855,Not eroded,0,0,1,1,1,1,1,-5.35E-07,2.02E-07,2.46E-07,6.23E-07,1.04E-07,0,1.11E-03,0,0,0,0,0
7864,2.91E-01,1.40E-01,3.00E-01,0,7864,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7866,1.77E-01,1.06E-01,2.75E-01,0,7866,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7871,1.19E-01,2.04E-01,2.72E-01,0,7871,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7872,2.13E-01,2.20E-01,2.62E-01,4,7872,Not eroded,0,0,1,1,1,1,1,1.76E-06,2.78E-06,1.07E-05,1.12E-05,2.81E-06,0,2.00E-02,1,1,0,0,0
7876,2.94E-01,5.62E-02,3.04E-01,0,7876,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7878,2.36E-01,5.62E-02,2.70E-01,0,7878,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7887,2.90E-01,2.47E-01,2.98E-01,0,7887,ERODED,1,1,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7888,3.24E-01,1.39E-01,2.58E-01,0,7888,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7890,1.28E-01,6.69E-02,2.47E-01,5,7890,Not eroded,0,0,1,1,1,1,0,-3.49E-08,1.71E-07,-4.01E-08,1.79E-07,3.58E-08,0,3.20E-04,0,1,0,0,0
7896,9.04E-02,8.02E-02,2.41E-01,5,7896,Not eroded,0,0,1,1,1,1,0,4.98E-08,2.83E-07,3.33E-07,4.40E-07,8.80E-08,0,7.87E-04,0,1,0,0,0
7902,2.52E-01,2.29E-01,2.48E-01,0,7902,Not eroded,0,0,1,1,1,1,0,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
7906,1.34E-01,2.72E-01,2.82E-01,0,7906,Not eroded,0,0,1,1,1,1,1,0,0.00E+00,0.00E+00,0,0,1,0.00E+00,1,1,1,1,1
