Before erosion ID,Initial X,Initial Y,Initial Z,Initial connectivity,Before erosion ID,Erosion state,Encoded erosion state,Z location half,Z location 0.21,Z location 0.22,Z location 0.23,Z location 0.24,Z location 0.25,3 connectivity,1 Connectivity,2 Connectivity,4 Connectivity,5 Connectivity
8334,1.99E-01,1.84E-01,0.3068904,3,8334,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8335,2.41E-01,9.14E-02,0.2697538,4,8335,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8339,2.18E-01,1.99E-01,0.2817569,5,8339,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
8342,3.24E-01,6.48E-02,0.2436453,0,8342,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1
8343,3.12E-01,1.50E-01,0.2524943,4,8343,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8348,5.65E-02,1.20E-01,0.2438297,4,8348,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
8349,3.19E-01,1.49E-01,0.2361553,5,8349,Not eroded,0,1,1,1,1,0,0,0,0,0,0,1
8352,1.78E-01,2.73E-01,0.2255537,0,8352,Not eroded,0,1,1,1,0,0,0,1,1,1,1,1
8357,2.27E-01,3.00E-01,0.3162278,0,8357,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8359,7.64E-02,1.43E-01,0.2563921,3,8359,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8360,2.60E-01,2.26E-01,0.2987299,3,8360,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8361,2.88E-01,9.10E-02,0.2105692,0,8361,Not eroded,0,1,1,0,0,0,0,1,1,1,1,1
8362,2.60E-01,9.29E-02,0.3057561,0,8362,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8369,3.24E-01,5.61E-02,0.2207602,0,8369,Not eroded,0,1,1,1,0,0,0,1,1,1,1,1
8371,2.54E-01,1.74E-01,0.2130437,6,8371,Not eroded,0,1,1,0,0,0,0,0,0,0,0,0
8373,1.40E-01,1.73E-01,0.2477626,6,8373,Not eroded,0,1,1,1,1,1,0,0,0,0,0,0
8375,3.24E-01,3.10E-01,0.2161741,3,8375,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
8383,2.27E-01,2.07E-01,0.3164391,0,8383,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8384,1.89E-01,8.39E-02,0.2917654,0,8384,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8391,6.58E-02,5.59E-02,0.263161,0,8391,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8394,1.03E-01,1.66E-01,0.2243627,0,8394,Not eroded,0,1,1,1,0,0,0,1,1,1,1,1
8398,1.93E-01,5.60E-02,0.2914865,0,8398,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8401,5.65E-02,2.15E-01,0.2433742,3,8401,Not eroded,0,1,1,1,1,1,0,1,0,0,1,1
8402,2.23E-01,1.60E-01,0.3137942,0,8402,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8406,5.65E-02,1.09E-01,0.2570542,3,8406,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8407,3.17E-01,2.51E-01,0.2922715,0,8407,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8410,5.69E-02,2.59E-01,0.2202476,0,8410,Not eroded,0,1,1,1,0,0,0,1,1,1,1,1
8420,2.63E-01,3.01E-01,0.2363579,4,8420,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
8423,1.37E-01,1.79E-01,0.2119749,0,8423,Not eroded,0,1,1,0,0,0,0,1,1,1,1,1
8424,5.64E-02,6.34E-02,0.2114931,3,8424,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
8428,6.55E-02,1.80E-01,0.2815985,3,8428,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8429,2.53E-01,1.13E-01,0.230127,4,8429,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
8431,1.77E-01,1.56E-01,0.2457739,4,8431,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
8434,2.15E-01,1.94E-01,0.2740717,4,8434,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8436,2.10E-01,3.17E-01,0.3017449,0,8436,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8438,1.70E-01,7.94E-02,0.2639044,4,8438,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8441,5.64E-02,3.13E-01,0.2956926,3,8441,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8443,5.65E-02,2.89E-01,0.2753393,0,8443,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8445,2.49E-01,2.45E-01,0.2510409,4,8445,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8452,2.82E-01,1.87E-01,0.2535172,0,8452,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8456,1.58E-01,8.63E-02,0.2167919,3,8456,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
8458,2.77E-01,5.61E-02,0.2164361,0,8458,Not eroded,0,1,1,0,0,0,0,1,1,1,1,1
8459,2.53E-01,1.14E-01,0.2881197,4,8459,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8460,3.24E-01,2.16E-01,0.2472306,5,8460,Not eroded,0,1,1,1,1,1,0,0,0,0,0,1
8461,3.25E-01,1.43E-01,0.2817132,4,8461,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8462,1.18E-01,2.91E-01,0.2331384,0,8462,ERODED,1,1,1,1,1,0,0,1,1,1,1,1
8463,1.00E-01,7.06E-02,0.2445535,5,8463,Not eroded,0,1,1,1,1,1,0,0,0,0,0,1
8467,3.00E-01,2.61E-01,0.2221684,0,8467,Not eroded,0,1,1,1,0,0,0,1,1,1,1,1
8470,2.15E-01,2.13E-01,0.2647025,0,8470,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8475,8.76E-02,5.59E-02,0.2400484,3,8475,Not eroded,0,1,1,1,1,1,0,1,0,0,1,1
8477,2.85E-01,1.09E-01,0.2118157,0,8477,Not eroded,0,1,1,0,0,0,0,1,1,1,1,1
8481,1.54E-01,2.79E-01,0.2242554,3,8481,Not eroded,0,1,1,1,0,0,0,1,0,0,1,1
8484,2.90E-01,2.80E-01,0.2609975,5,8484,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
8485,9.47E-02,1.60E-01,0.2227453,0,8485,Not eroded,0,1,1,1,0,0,0,1,1,1,1,1
8486,2.02E-01,1.15E-01,0.2357515,5,8486,Not eroded,0,1,1,1,1,0,0,0,0,0,0,1
8487,1.64E-01,1.62E-01,0.2516864,3,8487,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8489,2.86E-01,5.59E-02,0.2736482,3,8489,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8491,2.73E-01,1.59E-01,0.2476772,3,8491,Not eroded,0,1,1,1,1,1,0,1,0,0,1,1
8503,2.10E-01,2.34E-01,0.2592852,0,8503,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8505,2.86E-01,2.85E-01,0.2138481,3,8505,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
8510,2.71E-01,2.36E-01,0.2330473,4,8510,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
8512,2.23E-01,1.01E-01,0.2250528,4,8512,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
8513,1.64E-01,1.71E-01,0.2453995,0,8513,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1
8516,1.75E-01,5.59E-02,0.2850941,0,8516,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8520,2.12E-01,5.59E-02,0.261741,3,8520,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8522,9.64E-02,5.59E-02,0.2353261,3,8522,Not eroded,0,1,1,1,1,0,0,1,0,0,1,1
8525,9.77E-02,3.24E-01,0.2991455,0,8525,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8530,1.41E-01,9.58E-02,0.2182496,6,8530,Not eroded,0,1,1,0,0,0,0,0,0,0,0,0
8532,1.36E-01,3.24E-01,0.2635557,2,8532,ERODED,1,1,1,1,1,1,1,1,0,1,1,1
8533,1.98E-01,7.99E-02,0.2886539,0,8533,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8534,6.13E-02,3.24E-01,0.2971985,3,8534,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8535,1.12E-01,5.59E-02,0.221542,3,8535,Not eroded,0,1,1,1,0,0,0,1,0,0,1,1
8537,1.81E-01,9.53E-02,0.2603823,0,8537,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8545,2.56E-01,3.00E-01,0.2898198,3,8545,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8546,2.24E-01,2.86E-01,0.2547858,3,8546,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8548,3.24E-01,1.24E-01,0.279392,5,8548,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
8550,2.48E-01,2.58E-01,0.3046575,4,8550,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8555,6.94E-02,2.15E-01,0.3129037,0,8555,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8556,9.66E-02,1.68E-01,0.2170916,0,8556,Not eroded,0,1,1,0,0,0,0,1,1,1,1,1
8558,9.33E-02,2.29E-01,0.3244093,0,8558,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8559,2.24E-01,2.45E-01,0.325019,0,8559,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8560,1.69E-01,2.62E-01,0.288564,0,8560,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8562,5.67E-02,2.85E-01,0.3201047,0,8562,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8564,2.86E-01,1.76E-01,0.2502896,4,8564,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8569,6.38E-02,1.05E-01,0.2743825,4,8569,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8570,2.13E-01,5.62E-02,0.2912378,0,8570,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8572,1.13E-01,2.25E-01,0.2914153,0,8572,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8574,8.99E-02,1.82E-01,0.2284858,0,8574,Not eroded,0,1,1,1,0,0,0,1,1,1,1,1
8575,9.77E-02,2.21E-01,0.2471908,6,8575,Not eroded,0,1,1,1,1,1,0,0,0,0,0,0
8577,1.87E-01,1.64E-01,0.2449729,0,8577,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1
8578,2.27E-01,9.16E-02,0.2689105,4,8578,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8581,2.70E-01,1.97E-01,0.314012,0,8581,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8584,1.16E-01,2.17E-01,0.232307,3,8584,Not eroded,0,1,1,1,1,0,0,1,0,0,1,1
8585,3.24E-01,8.92E-02,0.294381,0,8585,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8586,2.51E-01,3.01E-01,0.2749948,2,8586,Not eroded,0,1,1,1,1,1,1,1,0,1,1,1
8590,5.63E-02,8.05E-02,0.2296658,4,8590,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
8597,3.24E-01,9.50E-02,0.2861374,3,8597,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8599,3.11E-01,2.21E-01,0.215286,4,8599,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
8601,2.91E-01,2.04E-01,0.2725062,0,8601,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8604,2.28E-01,2.54E-01,0.3217144,0,8604,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8609,1.99E-01,2.66E-01,0.2838425,3,8609,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8611,2.14E-01,3.23E-01,0.323857,0,8611,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8612,9.61E-02,2.48E-01,0.2126496,5,8612,Not eroded,0,1,1,0,0,0,0,0,0,0,0,1
8618,2.50E-01,9.32E-02,0.2668231,4,8618,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8620,3.24E-01,2.30E-01,0.2339846,3,8620,Not eroded,0,1,1,1,1,0,0,1,0,0,1,1
8621,2.64E-01,9.92E-02,0.214654,0,8621,Not eroded,0,1,1,0,0,0,0,1,1,1,1,1
8625,1.29E-01,2.16E-01,0.2170976,4,8625,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
8627,3.07E-01,2.16E-01,0.2401514,3,8627,Not eroded,0,1,1,1,1,1,0,1,0,0,1,1
8628,1.00E-01,2.62E-01,0.2513538,0,8628,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8629,1.88E-01,2.68E-01,0.3003012,3,8629,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8630,1.62E-01,2.28E-01,0.2928042,0,8630,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8631,1.88E-01,2.60E-01,0.3155707,0,8631,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8633,1.21E-01,2.53E-01,0.2337934,0,8633,ERODED,1,1,1,1,1,0,0,1,1,1,1,1
8635,1.80E-01,1.50E-01,0.254604,0,8635,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8636,3.17E-01,2.41E-01,0.2985495,0,8636,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8637,1.37E-01,7.09E-02,0.2700115,3,8637,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8638,6.63E-02,1.36E-01,0.2573124,4,8638,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8639,2.72E-01,2.53E-01,0.2955785,0,8639,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8641,1.11E-01,3.24E-01,0.217051,4,8641,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
8645,3.02E-01,2.16E-01,0.2489386,6,8645,Not eroded,0,1,1,1,1,1,0,0,0,0,0,0
8650,1.10E-01,1.47E-01,0.2833881,0,8650,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8653,2.06E-01,9.62E-02,0.2665225,0,8653,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8657,1.42E-01,8.14E-02,0.2519224,4,8657,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8659,1.16E-01,3.13E-01,0.3187393,0,8659,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8660,3.15E-01,3.24E-01,0.2211974,3,8660,Not eroded,0,1,1,1,0,0,0,1,0,0,1,1
8664,2.51E-01,5.59E-02,0.2770207,3,8664,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8667,1.72E-01,2.65E-01,0.2611661,0,8667,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8672,7.40E-02,3.24E-01,0.254624,3,8672,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8676,1.81E-01,1.40E-01,0.2591429,0,8676,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8677,1.30E-01,6.85E-02,0.277183,0,8677,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8678,9.29E-02,7.56E-02,0.2581081,0,8678,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8680,2.67E-01,7.28E-02,0.2865247,3,8680,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8681,2.89E-01,5.73E-02,0.2833816,5,8681,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
8683,2.03E-01,2.51E-01,0.263331,3,8683,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8690,6.48E-02,3.24E-01,0.262543,3,8690,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8692,3.24E-01,7.56E-02,0.2606477,4,8692,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8693,1.35E-01,1.26E-01,0.2365984,4,8693,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
8694,1.66E-01,1.62E-01,0.3071978,0,8694,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8695,1.19E-01,1.02E-01,0.228164,6,8695,Not eroded,0,1,1,1,0,0,0,0,0,0,0,0
8697,2.74E-01,2.87E-01,0.2955806,3,8697,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8698,1.01E-01,2.97E-01,0.2115611,7,8698,Not eroded,0,1,1,0,0,0,0,0,0,0,0,0
8700,1.35E-01,5.57E-02,0.2298441,3,8700,Not eroded,0,1,1,1,0,0,0,1,0,0,1,1
8711,2.52E-01,1.50E-01,0.2145396,4,8711,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
8712,6.39E-02,1.60E-01,0.2875491,3,8712,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8713,1.68E-01,1.57E-01,0.3241141,0,8713,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8714,2.93E-01,1.76E-01,0.2439792,5,8714,Not eroded,0,1,1,1,1,1,0,0,0,0,0,1
8727,1.73E-01,1.74E-01,0.2975642,5,8727,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
8731,3.19E-01,3.07E-01,0.2237862,3,8731,Not eroded,0,1,1,1,0,0,0,1,0,0,1,1
8732,1.47E-01,9.91E-02,0.2251629,3,8732,Not eroded,0,1,1,1,0,0,0,1,0,0,1,1
8735,8.46E-02,2.22E-01,0.2205343,5,8735,Not eroded,0,1,1,1,0,0,0,0,0,0,0,1
8736,9.12E-02,2.01E-01,0.330609,0,8736,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8739,1.91E-01,1.26E-01,0.2808448,0,8739,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8744,1.00E-01,2.96E-01,0.2841248,0,8744,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8745,2.21E-01,1.33E-01,0.2333548,6,8745,Not eroded,0,1,1,1,1,0,0,0,0,0,0,0
8747,9.36E-02,2.81E-01,0.2540662,0,8747,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8756,6.33E-02,1.52E-01,0.2519069,4,8756,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8762,3.16E-01,1.77E-01,0.2391752,5,8762,Not eroded,0,1,1,1,1,0,0,0,0,0,0,1
8772,5.91E-02,3.16E-01,0.2620218,0,8772,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8776,8.81E-02,2.50E-01,0.2456402,3,8776,Not eroded,0,1,1,1,1,1,0,1,0,0,1,1
8778,1.95E-01,2.73E-01,0.2774717,0,8778,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8779,1.74E-01,2.08E-01,0.2986041,0,8779,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8782,1.48E-01,2.63E-01,0.2611836,0,8782,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8784,2.07E-01,6.02E-02,0.2420124,6,8784,Not eroded,0,1,1,1,1,1,0,0,0,0,0,0
8785,5.65E-02,1.03E-01,0.2886593,4,8785,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8786,3.25E-01,1.24E-01,0.2893053,3,8786,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8787,5.65E-02,2.22E-01,0.2499839,4,8787,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
8788,1.41E-01,3.16E-01,0.2779861,0,8788,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8789,2.78E-01,1.46E-01,0.2981013,0,8789,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8791,1.83E-01,1.59E-01,0.2530553,3,8791,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8793,1.39E-01,2.92E-01,0.2181252,4,8793,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
8796,2.17E-01,1.08E-01,0.2354202,3,8796,Not eroded,0,1,1,1,1,0,0,1,0,0,1,1
8797,1.79E-01,2.63E-01,0.2880075,0,8797,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8799,2.56E-01,1.59E-01,0.2201712,0,8799,Not eroded,0,1,1,1,0,0,0,1,1,1,1,1
8800,1.99E-01,2.37E-01,0.242086,0,8800,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1
8804,2.51E-01,1.96E-01,0.2280228,0,8804,Not eroded,0,1,1,1,0,0,0,1,1,1,1,1
8809,3.23E-01,2.65E-01,0.2655473,5,8809,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
8813,1.77E-01,1.29E-01,0.2675646,0,8813,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8818,2.35E-01,1.19E-01,0.2293897,4,8818,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
8820,1.87E-01,2.20E-01,0.2578929,4,8820,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8822,1.93E-01,6.13E-02,0.228115,4,8822,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
8827,2.74E-01,1.55E-01,0.2865401,0,8827,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8828,2.77E-01,5.61E-02,0.2989833,0,8828,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8829,8.81E-02,1.07E-01,0.2915376,0,8829,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8832,6.44E-02,2.24E-01,0.2944033,0,8832,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8840,2.17E-01,1.86E-01,0.2121193,3,8840,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
8841,2.31E-01,1.17E-01,0.2119793,5,8841,Not eroded,0,1,1,0,0,0,0,0,0,0,0,1
8843,5.77E-02,1.87E-01,0.2528386,0,8843,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8850,9.08E-02,1.75E-01,0.2897642,0,8850,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8853,2.86E-01,2.36E-01,0.2101419,6,8853,Not eroded,0,1,1,0,0,0,0,0,0,0,0,0
8859,2.73E-01,1.25E-01,0.2735508,0,8859,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8860,1.69E-01,3.22E-01,0.2883102,0,8860,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8863,1.69E-01,2.37E-01,0.2924648,3,8863,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8864,3.15E-01,3.24E-01,0.2333371,0,8864,Not eroded,0,1,1,1,1,0,0,1,1,1,1,1
8868,2.64E-01,2.97E-01,0.2946736,0,8868,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8870,1.80E-01,1.43E-01,0.2978151,0,8870,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8872,5.65E-02,2.42E-01,0.2768223,0,8872,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8879,2.54E-01,2.57E-01,0.3258499,2,8879,Not eroded,0,1,1,1,1,1,1,1,0,1,1,1
8880,1.12E-01,5.59E-02,0.2847982,3,8880,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8883,9.80E-02,5.59E-02,0.2254626,2,8883,Not eroded,0,1,1,1,0,0,0,1,0,1,1,1
8885,1.98E-01,2.68E-01,0.2974439,4,8885,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8888,1.59E-01,3.24E-01,0.2419592,3,8888,ERODED,1,1,1,1,1,1,0,1,0,0,1,1
8890,1.27E-01,5.59E-02,0.2364014,0,8890,Not eroded,0,1,1,1,1,0,0,1,1,1,1,1
8891,1.45E-01,1.24E-01,0.2360683,4,8891,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
8892,1.06E-01,2.12E-01,0.2258564,4,8892,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
8893,3.03E-01,1.09E-01,0.325408,0,8893,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8895,1.20E-01,1.73E-01,0.3295514,0,8895,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8898,5.65E-02,2.50E-01,0.2669171,0,8898,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8905,1.81E-01,7.19E-02,0.2144939,3,8905,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
8908,1.49E-01,5.88E-02,0.2579861,3,8908,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8909,3.09E-01,5.64E-02,0.2374029,3,8909,Not eroded,0,1,1,1,1,0,0,1,0,0,1,1
8912,8.26E-02,2.85E-01,0.2802643,0,8912,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8913,3.17E-01,1.52E-01,0.2694204,6,8913,Not eroded,0,1,1,1,1,1,1,0,0,0,0,0
8914,1.64E-01,2.81E-01,0.250678,0,8914,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8918,2.83E-01,1.45E-01,0.3079678,0,8918,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8919,2.38E-01,3.24E-01,0.2962122,0,8919,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8921,2.08E-01,1.03E-01,0.2181073,4,8921,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
8923,1.89E-01,2.87E-01,0.3243093,0,8923,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8925,2.47E-01,1.04E-01,0.2477569,4,8925,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
8926,5.65E-02,2.73E-01,0.2828123,0,8926,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8927,3.23E-01,1.07E-01,0.3251051,0,8927,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8929,2.00E-01,1.19E-01,0.2269097,2,8929,Not eroded,0,1,1,1,0,0,0,1,0,1,1,1
8930,1.02E-01,1.08E-01,0.2197858,4,8930,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
8935,1.35E-01,1.81E-01,0.2289688,4,8935,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1
8938,2.85E-01,8.39E-02,0.2216499,0,8938,Not eroded,0,1,1,1,0,0,0,1,1,1,1,1
8939,1.71E-01,2.01E-01,0.2780439,0,8939,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8940,3.11E-01,2.57E-01,0.2180273,4,8940,Not eroded,0,1,1,0,0,0,0,0,0,0,1,1
8941,2.76E-01,2.36E-01,0.2934272,4,8941,Not eroded,0,1,1,1,1,1,1,0,0,0,1,1
8942,9.63E-02,2.13E-01,0.253059,5,8942,Not eroded,0,1,1,1,1,1,1,0,0,0,0,1
8944,2.02E-01,2.78E-01,0.273251,2,8944,Not eroded,0,1,1,1,1,1,1,1,0,1,1,1
8945,2.12E-01,3.20E-01,0.2700772,3,8945,Not eroded,0,1,1,1,1,1,1,1,0,0,1,1
8946,1.06E-01,2.46E-01,0.2358404,0,8946,ERODED,1,1,1,1,1,0,0,1,1,1,1,1
8948,1.82E-01,1.48E-01,0.2450045,4,8948,Not eroded,0,1,1,1,1,1,0,0,0,0,1,1
8950,2.36E-01,1.38E-01,0.2179844,3,8950,Not eroded,0,1,1,0,0,0,0,1,0,0,1,1
8951,5.66E-02,2.08E-01,0.3149652,0,8951,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8952,1.56E-01,2.53E-01,0.2865126,0,8952,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
8953,2.83E-01,2.24E-01,0.239166,4,8953,Not eroded,0,1,1,1,1,0,0,0,0,0,1,1
8960,9.93E-02,1.47E-01,0.2898038,0,8960,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1
8961,2.86E-01,7.14E-02,0.2786294,6,8961,Not eroded,0,1,1,1,1,1,1,0,0,0,0,0
8963,1.97E-01,2.78E-01,0.2261901,0,8963,Not eroded,0,1,1,1,0,0,0,1,1,1,1,1
8965,1.81E-01,5.64E-02,0.2754166,0,8965,ERODED,1,1,1,1,1,1,1,1,1,1,1,1
